,name,type,latitude_deg,longitude_deg,iso_country,iso_region,municipality,icao_code,iata_code,municipality_iso_country
1154,Abraham Lincoln Capital Airport,large_airport,39.84410095,-89.67790222,US,US-IL,Springfield,KSPI,SPI,"Springfield,US"
1155,Sheridan County Airport,medium_airport,44.76919937133789,-106.9800033569336,US,US-WY,Sheridan,KSHR,SHR,"Sheridan,US"
1156,Shreveport Regional Airport,medium_airport,32.446602,-93.8256,US,US-LA,Shreveport,KSHV,SHV,"Shreveport,US"
1157,Norman Y. Mineta San Jose International Airport,large_airport,37.362598,-121.929001,US,US-CA,San Jose,KSJC,SJC,"San Jose,US"
1158,San Angelo Regional Mathis Field,medium_airport,31.35770034790039,-100.49600219726562,US,US-TX,San Angelo,KSJT,SJT,"San Angelo,US"
1159,Salt Lake City International Airport,large_airport,40.785749,-111.979746,US,US-UT,Salt Lake City,KSLC,SLC,"Salt Lake City,US"
1160,South Valley International Airport,large_airport,40.619499,-111.992996,US,US-UT,Salt Lake City,UTHU,UTH,"Salt Lake City,US"
1161,Salem Municipal Airport/McNary Field,medium_airport,44.90950012,-123.0029984,US,US-OR,Salem,KSLE,SLE,"Salem,US"
1162,Adirondack Regional Airport,medium_airport,44.38529968261719,-74.2061996459961,US,US-NY,Saranac Lake,KSLK,SLK,"Saranac Lake,US"
1163,Salina Municipal Airport,medium_airport,38.79100036621094,-97.6521987915039,US,US-KS,Salina,KSLN,SLN,"Salina,US"
1164,Lake Cumberland Regional Airport,medium_airport,37.0533981323,-84.6158981323,US,US-KY,Somerset,KSME,SME,"Somerset,US"
1165,Santa Maria Public Airport Captain G Allan Hancock Field,medium_airport,34.898899,-120.457001,US,US-CA,Santa Maria,KSMX,SMX,"Santa Maria,US"
1166,John Wayne Airport-Orange County Airport,medium_airport,33.675701,-117.867996,US,US-CA,Santa Ana,KSNA,SNA,"Santa Ana,US"
1167,Salinas Municipal Airport,medium_airport,36.662799835205,-121.60600280762,US,US-CA,Salinas,KSNS,SNS,"Salinas,US"
1168,Sheppard Air Force Base-Wichita Falls Municipal Airport,large_airport,33.9888,-98.491898,US,US-TX,Wichita Falls,KSPS,SPS,"Wichita Falls,US"
1169,Sierra Blanca Regional Airport,medium_airport,33.462799072266,-105.53500366211,US,US-NM,Ruidoso,KSRR,RUI,"Ruidoso,US"
1170,Shaw Air Force Base,large_airport,33.97269821,-80.47059631,US,US-SC,Sumter,KSSC,SSC,"Sumter,US"
1171,Charles M. Schulz Sonoma County Airport,medium_airport,38.50899887,-122.8130035,US,US-CA,Santa Rosa,KSTS,STS,"Santa Rosa,US"
1172,Friedman Memorial Airport,medium_airport,43.50439835,-114.2959976,US,US-ID,Hailey,KSUN,SUN,"Hailey,US"
1173,Travis Air Force Base,medium_airport,38.262699,-121.927002,US,US-CA,Fairfield,KSUU,SUU,"Fairfield,US"
1174,Sioux Gateway Airport / Brigadier General Bud Day Field,large_airport,42.397605,-96.382237,US,US-IA,Sioux City,KSUX,SUX,"Sioux City,US"
1175,New York Stewart International Airport,medium_airport,41.504101,-74.104797,US,US-NY,Newburgh,KSWF,SWF,"Newburgh,US"
1176,Stillwater Regional Airport,medium_airport,36.161201477051,-97.08570098877,US,US-OK,Stillwater,KSWO,SWO,"Stillwater,US"
1177,Syracuse Hancock International Airport,large_airport,43.11119842529297,-76.1063003540039,US,US-NY,Syracuse,KSYR,SYR,"Syracuse,US"
1178,Waynesville-St. Robert Regional Forney field,medium_airport,37.74160004,-92.14070129,US,US-MO,Fort Leonard Wood,KTBN,TBN,"Fort Leonard Wood,US"
1179,Tuscaloosa Regional Airport,medium_airport,33.220600128174,-87.611396789551,US,US-AL,Tuscaloosa,KTCL,TCL,"Tuscaloosa,US"
1180,McChord Air Force Base,large_airport,47.1376991272,-122.475997925,US,US-WA,Tacoma,KTCM,TCM,"Tacoma,US"
1181,Tacoma Narrows Airport,medium_airport,47.26789856,-122.5780029,US,US-WA,Tacoma,KTIW,TIW,"Tacoma,US"
1182,Truth or Consequences Municipal Airport,medium_airport,33.2369,-107.272003,US,US-NM,Truth or Consequences,KTCS,TCS,"Truth or Consequences,US"
1183,Space Coast Regional Airport,medium_airport,28.514799118042,-80.799201965332,US,US-FL,Titusville,KTIX,TIX,"Titusville,US"
1184,Tallahassee Regional Airport,large_airport,30.396499633789062,-84.35030364990234,US,US-FL,Tallahassee,KTLH,TLH,"Tallahassee,US"
1185,Troy Municipal Airport at N Kenneth Campbell Field,medium_airport,31.860399,-86.012101,US,US-AL,Troy,KTOI,TOI,"Troy,US"
1186,Eugene F. Kranz Toledo Express Airport,medium_airport,41.5868,-83.8078,US,US-OH,Toledo,KTOL,TOL,"Toledo,US"
1187,Draughon Miller Central Texas Regional Airport,medium_airport,31.15250015258789,-97.40779876708984,US,US-TX,Temple,KTPL,TPL,"Temple,US"
1188,Truckee Tahoe Airport,medium_airport,39.3199996948,-120.13999939,US,US-CA,Truckee,KTRK,TKF,"Truckee,US"
1189,Trenton Mercer Airport,medium_airport,40.27669906616211,-74.8134994506836,US,US-NJ,Trenton,KTTN,TTN,"Trenton,US"
1190,Tupelo Regional Airport,medium_airport,34.26810073852539,-88.7698974609375,US,US-MS,Tupelo,KTUP,TUP,"Tupelo,US"
1191,Cherry Capital Airport,medium_airport,44.74140167236328,-85.58219909667969,US,US-MI,Traverse City,KTVC,TVC,"Traverse City,US"
1192,Lake Tahoe Airport,medium_airport,38.89390182495117,-119.99500274658205,US,US-CA,South Lake Tahoe,KTVL,TVL,"South Lake Tahoe,US"
1193,Joslin Field Magic Valley Regional Airport,medium_airport,42.4818,-114.487999,US,US-ID,Twin Falls,KTWF,TWF,"Twin Falls,US"
1194,Texarkana Regional Webb Field,medium_airport,33.45370101928711,-93.99099731445312,US,US-AR,Texarkana,KTXK,TXK,"Texarkana,US"
1195,Tyler Pounds Regional Airport,medium_airport,32.35409927368164,-95.40239715576172,US,US-TX,Tyler,KTYR,TYR,"Tyler,US"
1196,McGhee Tyson Airport,large_airport,35.81100082,-83.9940033,US,US-TN,Knoxville,KTYS,TYS,"Knoxville,US"
1197,Nephi-Central Utah International Airport,large_airport,39.7388,-111.872002,US,US-UT,Nephi,NPHI,NPH,"Nephi,US"
1198,Quincy Regional Baldwin Field,medium_airport,39.94269943,-91.19460297,US,US-IL,Quincy,KUIN,UIN,"Quincy,US"
1199,Ukiah Municipal Airport,medium_airport,39.125999450684,-123.20099639893,US,US-CA,Ukiah,KUKI,UKI,"Ukiah,US"
1200,University Park Airport,medium_airport,40.8493003845,-77.84870147710001,US,US-PA,State College,KUNV,SCE,"State College,US"
1201,University Oxford Airport,medium_airport,34.384300231934,-89.536796569824,US,US-MS,Oxford,KUOX,UOX,"Oxford,US"
1202,Moody Air Force Base,medium_airport,30.9678001404,-83.1930007935,US,US-GA,Valdosta,KVAD,VAD,"Valdosta,US"
1203,Valdosta Regional Airport,medium_airport,30.78249931335449,-83.27670288085938,US,US-GA,Valdosta,KVLD,VLD,"Valdosta,US"
1204,Vandenberg Air Force Base,medium_airport,34.737301,-120.584,US,US-CA,Lompoc,KVBG,VBG,"Lompoc,US"
1205,Victoria Regional Airport,medium_airport,28.85260009765625,-96.9185028076172,US,US-TX,Victoria,KVCT,VCT,"Victoria,US"
1206,Vernal Regional Airport,medium_airport,40.4408989,-109.5100021,US,US-UT,Vernal,KVEL,VEL,"Vernal,US"
1207,Visalia International Airport,large_airport,36.318699,-119.392998,US,US-CA,Visalia,KVIS,VIS,"Visalia,US"
1208,Destin-Fort Walton Beach Airport,large_airport,30.4832,-86.525398,US,US-FL,Valparaiso,KVPS,VPS,"Valparaiso,US"
1209,Porter County Municipal Airport,medium_airport,41.45399857,-87.00710297,US,US-IN,Valparaiso,KVPZ,VPZ,"Valparaiso,US"
1210,Vero Beach Regional Airport,medium_airport,27.6556,-80.417901,US,US-FL,Vero Beach,KVRB,VRB,"Vero Beach,US"
1211,Winnemucca Municipal Airport,medium_airport,40.8965988159,-117.805999756,US,US-NV,Winnemucca,KWMC,WMC,"Winnemucca,US"
1212,Robins Air Force Base,large_airport,32.6400985718,-83.5919036865,US,US-GA,Warner Robins,KWRB,WRB,"Warner Robins,US"
1213,Worland Municipal Airport,medium_airport,43.965698,-107.950996,US,US-WY,Worland,KWRL,WRL,"Worland,US"
1214,Cape May County Airport,medium_airport,39.0084991455,-74.9083023071,US,US-NJ,Wildwood,KWWD,WWD,"Wildwood,US"
1215,West Woodward Airport,medium_airport,36.438,-99.5226667,US,US-OK,Woodward,KWWR,WWR,"Woodward,US"
1216,Yakima Air Terminal McAllister Field,medium_airport,46.56819916,-120.5439987,US,US-WA,Yakima,KYKM,YKM,"Yakima,US"
1217,Chan Gurney Municipal Airport,medium_airport,42.916698455811,-97.385902404785,US,US-SD,Yankton,KYKN,YKN,"Yankton,US"
1218,Krainiy Airport,medium_airport,45.621994,63.210773,KZ,KZ-BAY,Baikonur,UAOL,BXY,"Baikonur,KZ"
1219,Zanesville Municipal Airport,medium_airport,39.9444007874,-81.89209747310001,US,US-OH,Zanesville,KZZV,ZZV,"Zanesville,US"
1220,Tirana International Airport Mother Teresa,large_airport,41.4146995544,19.7206001282,AL,AL-11,Tirana,LATI,TIA,"Tirana,AL"
1221,Burgas Airport,large_airport,42.56959915161133,27.515199661254883,BG,BG-02,Burgas,LBBG,BOJ,"Burgas,BG"
1222,Gorna Oryahovitsa Airport,medium_airport,43.15140151977539,25.712900161743164,BG,BG-04,Gorna Oryahovitsa,LBGO,GOZ,"Gorna Oryahovitsa,BG"
1223,Plovdiv International Airport,medium_airport,42.067799,24.8508,BG,BG-16,Plovdiv,LBPD,PDV,"Plovdiv,BG"
1224,Sofia Airport,large_airport,42.69669342041016,23.411436080932617,BG,BG-23,Sofia,LBSF,SOF,"Sofia,BG"
1225,Varna Airport,large_airport,43.232101,27.8251,BG,BG-03,Varna,LBWN,VAR,"Varna,BG"
1226,Ercan International Airport,medium_airport,35.15470123291016,33.49610137939453,CY,CY-02,Nicosia,LCEN,ECN,"Nicosia,CY"
1227,Larnaca International Airport,large_airport,34.875099,33.624901,CY,CY-04,Larnaca,LCLK,LCA,"Larnaca,CY"
1228,Paphos International Airport,medium_airport,34.717999,32.485699,CY,CY-06,Paphos,LCPH,PFO,"Paphos,CY"
1229,Dubrovnik Airport,medium_airport,42.5614013671875,18.268199920654297,HR,HR-19,Dubrovnik,LDDU,DBV,"Dubrovnik,HR"
1230,Osijek Airport,medium_airport,45.4627,18.8102,HR,HR-14,Osijek,LDOS,OSI,"Osijek,HR"
1231,Pula Airport,medium_airport,44.89350128173828,13.922200202941896,HR,HR-18,Pula,LDPL,PUY,"Pula,HR"
1232,Rijeka Airport,medium_airport,45.21689987182617,14.570300102233888,HR,HR-08,Rijeka,LDRI,RJK,"Rijeka,HR"
1233,Split Airport,medium_airport,43.53889846801758,16.29800033569336,HR,HR-17,Split,LDSP,SPU,"Split,HR"
1234,Zagreb Airport,large_airport,45.7429008484,16.0687999725,HR,HR-21,Zagreb,LDZA,ZAG,"Zagreb,HR"
1235,Albacete Airport / Los Llanos Air Base,medium_airport,38.948502,-1.86352,ES,ES-AB,Albacete,LEAB,ABC,"Albacete,ES"
1236,Alicante-Elche Miguel Hernández Airport,large_airport,38.2822,-0.558156,ES,ES-V,Alicante,LEAL,ALC,"Alicante,ES"
1237,Bilbao Airport,medium_airport,43.301102,-2.91061,ES,ES-PV,Bilbao,LEBB,BIO,"Bilbao,ES"
1238,Burgos Airport,medium_airport,42.357601,-3.62076,ES,ES-CL,Burgos,LEBG,RGS,"Burgos,ES"
1239,Josep Tarradellas Barcelona-El Prat Airport,large_airport,41.2971,2.07846,ES,ES-CT,Barcelona,LEBL,BCN,"Barcelona,ES"
1240,Badajoz Airport,medium_airport,38.8913,-6.82133,ES,ES-EX,Badajoz,LEBZ,BJZ,"Badajoz,ES"
1241,A Coruña Airport,medium_airport,43.302101,-8.37726,ES,ES-GA,Culleredo,LECO,LCG,"Culleredo,ES"
1242,Madrid-Cuatro Vientos Airport,medium_airport,40.370701,-3.78514,ES,ES-M,Madrid,LECU,ECV,"Madrid,ES"
1243,Adolfo Suárez Madrid–Barajas Airport,large_airport,40.471926,-3.56264,ES,ES-M,Madrid,LEMD,MAD,"Madrid,ES"
1244,Madrid–Torrejón Airport / Torrejón Air Base,medium_airport,40.487875,-3.456808,ES,ES-M,Madrid,LETO,TOJ,"Madrid,ES"
1245,Lleida-Alguaire Airport,medium_airport,41.728185,0.535023,ES,ES-CT,Lleida,LEDA,ILD,"Lleida,ES"
1246,Girona-Costa Brava Airport,medium_airport,41.901001,2.76055,ES,ES-GE,Girona,LEGE,GRO,"Girona,ES"
1247,F.G.L. Airport Granada-Jaén Airport,medium_airport,37.188702,-3.77736,ES,ES-AN,Granada,LEGR,GRX,"Granada,ES"
1248,Ibiza Airport,large_airport,38.872898,1.37312,ES,ES-PM,Ibiza,LEIB,IBZ,"Ibiza,ES"
1249,Jerez Airport,medium_airport,36.744598,-6.06011,ES,ES-AN,Jerez de la Frontera,LEJR,XRY,"Jerez de la Frontera,ES"
1250,San Javier Airport,medium_airport,37.775002,-0.812389,ES,ES-MU,San Javier,LELC,MJV,"San Javier,ES"
1251,Pamplona Airport,medium_airport,42.77,-1.64633,ES,ES-NA,Pamplona,LEPP,PNA,"Pamplona,ES"
1252,Ciudad Real International Airport,medium_airport,38.856479,-3.969944,ES,ES-CR,Ciudad Real,LERL,CQM,"Ciudad Real,ES"
1253,Reus Airport,medium_airport,41.1474,1.16717,ES,ES-CT,Reus,LERS,REU,"Reus,ES"
1254,Rota Naval Station Airport,medium_airport,36.645198822,-6.34946012497,ES,ES-AN,Rota,LERT,ROZ,"Rota,ES"
1255,Salamanca Airport,medium_airport,40.952099,-5.50199,ES,ES-CL,Salamanca,LESA,SLM,"Salamanca,ES"
1256,Santiago-Rosalía de Castro Airport,large_airport,42.896301,-8.41514,ES,ES-GA,Santiago de Compostela,LEST,SCQ,"Santiago de Compostela,ES"
1257,Teruel Airport,medium_airport,40.403,-1.2183,ES,ES-AR,Teruel,LETL,TEV,"Teruel,ES"
1258,Valencia Airport,medium_airport,39.4893,-0.481625,ES,ES-V,Valencia,LEVC,VLC,"Valencia,ES"
1259,Valladolid Airport,medium_airport,41.7061,-4.85194,ES,ES-CL,Valladolid,LEVD,VLL,"Valladolid,ES"
1260,Vigo Airport,medium_airport,42.2318,-8.62677,ES,ES-GA,Vigo,LEVX,VGO,"Vigo,ES"
1261,Seve Ballesteros-Santander Airport,medium_airport,43.427101,-3.82001,ES,ES-S,Santander,LEXJ,SDR,"Santander,ES"
1262,Zaragoza Airport,medium_airport,41.666199,-1.04155,ES,ES-AR,Zaragoza,LEZG,ZAZ,"Zaragoza,ES"
1263,Sevilla Airport,medium_airport,37.417999,-5.89311,ES,ES-AN,Sevilla,LEZL,SVQ,"Sevilla,ES"
1264,Calais-Dunkerque Airport,medium_airport,50.962101,1.95476,FR,FR-HDF,Marck,LFAC,CQF,"Marck,FR"
1265,Bourges Airport,medium_airport,47.058101654052734,2.3702800273895264,FR,FR-CVL,Bourges,LFLD,BOU,"Bourges,FR"
1266,Lyon Saint-Exupéry Airport,large_airport,45.725556,5.081111,FR,FR-ARA,Lyon,LFLL,LYS,"Lyon,FR"
1267,Aurillac Airport,medium_airport,44.89139938354492,2.4219400882720947,FR,FR-ARA,Aurillac,LFLW,AUR,"Aurillac,FR"
1268,Cannes-Mandelieu Airport,medium_airport,43.542,6.95348,FR,FR-PAC,Cannes,LFMD,CEQ,"Cannes,FR"
1269,Marseille Provence Airport,large_airport,43.439271922,5.22142410278,FR,FR-PAC,Marseille,LFML,MRS,"Marseille,FR"
1270,Nice-Côte d'Azur Airport,large_airport,43.6584014893,7.215869903560001,FR,FR-PAC,Nice,LFMN,NCE,"Nice,FR"
1271,Paris Beauvais Tillé Airport,medium_airport,49.454399,2.11278,FR,FR-HDF,Beauvais,LFOB,BVA,"Beauvais,FR"
1272,Paris-Le Bourget Airport,medium_airport,48.96939849853516,2.441390037536621,FR,FR-IDF,Paris,LFPB,LBG,"Paris,FR"
1273,Charles de Gaulle International Airport,large_airport,49.012798,2.55,FR,FR-IDF,Paris,LFPG,CDG,"Paris,FR"
1274,Paris-Orly Airport,large_airport,48.7233333,2.3794444,FR,FR-IDF,Paris,LFPO,ORY,"Paris,FR"
1275,Creil Air Base,medium_airport,49.25350189208984,2.5191400051116943,FR,FR-HDF,Creil,LFPC,CSF,"Creil,FR"
1276,Granville Airport,medium_airport,48.88309860229492,-1.564170002937317,FR,FR-NOR,Granville,LFRF,GFR,"Granville,FR"
1277,Landivisiau Air Base,medium_airport,48.53030014038086,-4.151639938354492,FR,FR-BRE,Landivisiau,LFRJ,LDV,"Landivisiau,FR"
1278,Lannion-Côte de Granit Airport,medium_airport,48.754398,-3.47166,FR,FR-BRE,Lannion,LFRO,LAI,"Lannion,FR"
1279,Nantes Atlantique Airport,medium_airport,47.153198242200006,-1.61073005199,FR,FR-PDL,Nantes,LFRS,NTE,"Nantes,FR"
1280,Strasbourg Airport,medium_airport,48.53829956054688,7.628230094909668,FR,FR-GES,Strasbourg,LFST,SXB,"Strasbourg,FR"
1281,Eleftherios Venizelos International Airport,large_airport,37.9364013672,23.9444999695,GR,GR-A1,Athens,LGAV,ATH,"Athens,GR"
1282,Nea Anchialos National Airport,medium_airport,39.219601,22.7943,GR,GR-43,Nea Anchialos,LGBL,VOL,"Nea Anchialos,GR"
1283,Ioannina Airport,medium_airport,39.6963996887207,20.82250022888184,GR,GR-33,Ioannina,LGIO,IOA,"Ioannina,GR"
1284,Kalamata Airport,medium_airport,37.06829833984375,22.02549934387207,GR,GR-17,Kalamata,LGKL,KLX,"Kalamata,GR"
1285,Kavala Alexander the Great International Airport,medium_airport,40.9133,24.6192,GR,GR-55,Kavala,LGKV,KVA,"Kavala,GR"
1286,Filippos Airport,medium_airport,40.28609848022461,21.84079933166504,GR,GR-58,Kozani,LGKZ,KZI,"Kozani,GR"
1287,Chania International Airport,medium_airport,35.531700134277344,24.14970016479492,GR,GR-94,Souda,LGSA,CHQ,"Souda,GR"
1288,Thessaloniki Macedonia International Airport,large_airport,40.51969909667969,22.97089958190918,GR,GR-54,Thessaloniki,LGTS,SKG,"Thessaloniki,GR"
1289,Budapest Liszt Ferenc International Airport,large_airport,47.42976,19.261093,HU,HU-PE,Budapest,LHBP,BUD,"Budapest,HU"
1290,Debrecen International Airport,medium_airport,47.48889923095703,21.61529922485352,HU,HU-HB,Debrecen,LHDC,DEB,"Debrecen,HU"
1291,Crotone Airport,medium_airport,38.9972,17.0802,IT,IT-78,Crotone,LIBC,CRV,"Crotone,IT"
1292,Bari Karol Wojtyła Airport,large_airport,41.138901,16.760599,IT,IT-75,Bari,LIBD,BRI,"Bari,IT"
1293,"Foggia ""Gino Lisa"" Airport",medium_airport,41.432899,15.535,IT,IT-75,Foggia,LIBF,FOG,"Foggia,IT"
1294,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",medium_airport,40.517502,17.4032,IT,IT-75,Grottaglie,LIBG,TAR,"Grottaglie,IT"
1295,Abruzzo Airport,medium_airport,42.431702,14.1811,IT,IT-65,Pescara,LIBP,PSR,"Pescara,IT"
1296,Brindisi Airport,medium_airport,40.6576,17.947001,IT,IT-75,Brindisi,LIBR,BDS,"Brindisi,IT"
1297,Comiso Airport,medium_airport,36.994601,14.607182,IT,IT-82,Comiso,LICB,CIY,"Comiso,IT"
1298,Catania-Fontanarossa Airport,large_airport,37.466801,15.0664,IT,IT-82,Catania,LICC,CTA,"Catania,IT"
1299,Falcone–Borsellino Airport,large_airport,38.175999,13.091,IT,IT-82,Palermo,LICJ,PMO,"Palermo,IT"
1300,Alghero-Fertilia Airport,medium_airport,40.632099,8.29077,IT,IT-88,Alghero,LIEA,AHO,"Alghero,IT"
1301,Decimomannu Air Base,medium_airport,39.354198,8.97248,IT,IT-88,Decimomannu,LIED,DCI,"Decimomannu,IT"
1302,Cagliari Elmas Airport,large_airport,39.251499,9.05428,IT,IT-88,Cagliari,LIEE,CAG,"Cagliari,IT"
1303,Malpensa International Airport,large_airport,45.6306,8.72811,IT,IT-25,Milan,LIMC,MXP,"Milan,IT"
1304,Milan Bergamo Airport,large_airport,45.673901,9.70417,IT,IT-25,Milan,LIME,BGY,"Milan,IT"
1305,Milano Linate Airport,medium_airport,45.445099,9.27674,IT,IT-25,Milan,LIML,LIN,"Milan,IT"
1306,Parma Airport,medium_airport,44.824501,10.2964,IT,IT-45,Parma,LIMP,PMF,"Parma,IT"
1307,Aosta Airport,medium_airport,45.738499,7.36872,IT,IT-23,Aosta,LIMW,AOT,"Aosta,IT"
1308,Cuneo International Airport,medium_airport,44.547001,7.62322,IT,IT-21,Cuneo,LIMZ,CUF,"Cuneo,IT"
1309,Bolzano Airport,medium_airport,46.460201,11.3264,IT,IT-32,Bolzano,LIPB,BZO,"Bolzano,IT"
1310,Bologna Guglielmo Marconi Airport,large_airport,44.5354,11.2887,IT,IT-45,Bologna,LIPE,BLQ,"Bologna,IT"
1311,Treviso-Sant'Angelo Airport,medium_airport,45.648399,12.1944,IT,IT-34,Treviso,LIPH,TSF,"Treviso,IT"
1312,Trieste–Friuli Venezia Giulia Airport,medium_airport,45.827499,13.4722,IT,IT-36,Trieste,LIPQ,TRS,"Trieste,IT"
1313,Federico Fellini International Airport,medium_airport,44.020302,12.6117,IT,IT-45,Rimini,LIPR,RMI,"Rimini,IT"
1314,Verona Villafranca Airport,large_airport,45.395699,10.8885,IT,IT-34,Verona,LIPX,VRN,"Verona,IT"
1315,Marche Airport,medium_airport,43.616299,13.3623,IT,IT-57,Ancona,LIPY,AOI,"Ancona,IT"
1316,Venice Marco Polo Airport,large_airport,45.505299,12.3519,IT,IT-34,Venice,LIPZ,VCE,"Venice,IT"
1317,Siena-Ampugnano Airport,medium_airport,43.256302,11.255,IT,IT-52,Siena,LIQS,SAY,"Siena,IT"
1318,Ciampino–G. B. Pastine International Airport,medium_airport,41.7994,12.5949,IT,IT-62,Rome,LIRA,CIA,"Rome,IT"
1319,Rome–Fiumicino Leonardo da Vinci International Airport,large_airport,41.804532,12.251998,IT,IT-62,Rome,LIRF,FCO,"Rome,IT"
1320,Salerno Costa d'Amalfi Airport,medium_airport,40.620399,14.9113,IT,IT-72,Salerno,LIRI,QSR,"Salerno,IT"
1321,Pisa International Airport,large_airport,43.683899,10.3927,IT,IT-52,Pisa,LIRP,PSA,"Pisa,IT"
1322,Perugia San Francesco d'Assisi – Umbria International Airport,medium_airport,43.095901,12.5132,IT,IT-55,Perugia,LIRZ,PEG,"Perugia,IT"
1323,Ljubljana Jože Pučnik Airport,large_airport,46.223701,14.4576,SI,SI-061,Ljubljana,LJLJ,LJU,"Ljubljana,SI"
1324,Karlovy Vary International Airport,medium_airport,50.20299911499024,12.914999961853027,CZ,CZ-KA,Karlovy Vary,LKKV,KLV,"Karlovy Vary,CZ"
1325,Ostrava Leos Janáček Airport,medium_airport,49.6963005065918,18.111099243164062,CZ,CZ-MO,Ostrava,LKMT,OSR,"Ostrava,CZ"
1326,Pardubice Airport,medium_airport,50.01340103149414,15.73859977722168,CZ,CZ-PA,Pardubice,LKPD,PED,"Pardubice,CZ"
1327,Václav Havel Airport Prague,large_airport,50.1008,14.26,CZ,CZ-PR,Prague,LKPR,PRG,"Prague,CZ"
1328,Brno-Tuřany Airport,medium_airport,49.15129852294922,16.694400787353516,CZ,CZ-JM,Brno,LKTB,BRQ,"Brno,CZ"
1329,Ramon Airport,large_airport,29.723694,35.011416,IL,IL-D,Eilat,LLER,ETM,"Eilat,IL"
1330,Haifa International Airport,medium_airport,32.80939865112305,35.04309844970703,IL,IL-HA,Haifa,LLHA,HFA,"Haifa,IL"
1331,Nevatim Air Base,medium_airport,31.2082996368,35.012298584,IL,IL-D,Beersheba,LLNV,VTM,"Beersheba,IL"
1332,Ramon Air Base,medium_airport,30.776100158691406,34.66669845581055,IL,IL-D,Beersheba,LLRM,MIP,"Beersheba,IL"
1333,Malta International Airport,large_airport,35.857498,14.4775,MT,MT-25,Valletta,LMML,MLA,"Valletta,MT"
1334,Innsbruck Airport,medium_airport,47.260201,11.344,AT,AT-7,Innsbruck,LOWI,INN,"Innsbruck,AT"
1335,Linz-Hörsching Airport / Vogler Air Base,medium_airport,48.2332,14.1875,AT,AT-4,Linz,LOWL,LNZ,"Linz,AT"
1336,Salzburg Airport,medium_airport,47.7933006287,13.0043001175,AT,AT-5,Salzburg,LOWS,SZG,"Salzburg,AT"
1337,Vienna International Airport,large_airport,48.110298,16.5697,AT,AT-9,Vienna,LOWW,VIE,"Vienna,AT"
1338,Alverca Air Base,medium_airport,38.883301,-9.0301,PT,PT-11,Vila Franca de Xira,LPAR,AVR,"Vila Franca de Xira,PT"
1339,Santa Maria Airport,medium_airport,36.97140121459961,-25.17060089111328,PT,PT-20,Vila do Porto,LPAZ,SMA,"Vila do Porto,PT"
1340,Beja Airport / Airbase,medium_airport,38.078899,-7.9324,PT,PT-02,Beja,LPBJ,BYJ,"Beja,PT"
1341,Braga Municipal Aerodrome,medium_airport,41.5871009827,-8.445139884949999,PT,PT-03,Braga,LPBR,BGZ,"Braga,PT"
1342,Cascais Airport,medium_airport,38.724998,-9.35523,PT,PT-11,Cascais,LPCS,CAT,"Cascais,PT"
1343,Faro Airport,large_airport,37.0144004822,-7.96590995789,PT,PT-08,Faro,LPFR,FAO,"Faro,PT"
1344,Horta Airport,medium_airport,38.519901275634766,-28.715900421142575,PT,PT-20,Horta,LPHR,HOR,"Horta,PT"
1345,Madeira Airport,medium_airport,32.697899,-16.7745,PT,PT-30,Funchal,LPMA,FNC,"Funchal,PT"
1346,João Paulo II Airport,large_airport,37.7411994934,-25.6979007721,PT,PT-20,Ponta Delgada,LPPD,PDL,"Ponta Delgada,PT"
1347,Francisco de Sá Carneiro Airport,large_airport,41.2481002808,-8.68138980865,PT,PT-13,Porto,LPPR,OPO,"Porto,PT"
1348,Humberto Delgado Airport (Lisbon Portela Airport),large_airport,38.7813,-9.13592,PT,PT-11,Lisbon,LPPT,LIS,"Lisbon,PT"
1349,São Jorge Airport,medium_airport,38.665501,-28.1758,PT,PT-20,Velas,LPSJ,SJZ,"Velas,PT"
1350,Vila Real Airport,medium_airport,41.2743,-7.72047,PT,PT-17,Vila Real,LPVR,VRL,"Vila Real,PT"
1351,Aerodromo Goncalves Lobato (Viseu Airport),medium_airport,40.725498,-7.88899,PT,PT-18,Viseu,LPVZ,VSE,"Viseu,PT"
1352,Banja Luka International Airport,medium_airport,44.94139862060547,17.297500610351562,BA,BA-SRP,Banja Luka,LQBK,BNX,"Banja Luka,BA"
1353,Mostar International Airport,medium_airport,43.282901763916016,17.84589958190918,BA,BA-BIH,Mostar,LQMO,OMO,"Mostar,BA"
1354,Sarajevo International Airport,large_airport,43.82460021972656,18.331499099731445,BA,BA-BIH,Sarajevo,LQSA,SJJ,"Sarajevo,BA"
1355,Tuzla International Airport,medium_airport,44.458698,18.7248,BA,BA-BIH,Tuzla,LQTZ,TZL,"Tuzla,BA"
1356,Arad International Airport,medium_airport,46.17660140991211,21.261999130249023,RO,RO-AR,Arad,LRAR,ARW,"Arad,RO"
1357,Maramureș International Airport,medium_airport,47.660598,23.467252,RO,RO-MM,Baia Mare,LRBM,BAY,"Baia Mare,RO"
1358,Băneasa International Airport,medium_airport,44.503201,26.1021,RO,RO-B,Bucharest,LRBS,BBU,"Bucharest,RO"
1359,Henri Coandă International Airport,large_airport,44.5711111,26.085,RO,RO-B,Bucharest,LROP,OTP,"Bucharest,RO"
1360,Cluj-Napoca International Airport,medium_airport,46.785198,23.686199,RO,RO-CJ,Cluj-Napoca,LRCL,CLJ,"Cluj-Napoca,RO"
