,name,type,latitude_deg,longitude_deg,iso_country,iso_region,municipality,icao_code,iata_code,municipality_iso_country
0,Honiara International Airport,large_airport,-9.428,160.054993,SB,SB-CT,Honiara,AGGH,HIR,"Honiara,SB"
1,Chimbu Airport,medium_airport,-6.024290084838867,144.9709930419922,PG,PG-CPK,Kundiawa,AYCH,CMU,"Kundiawa,PG"
2,Daru Airport,medium_airport,-9.08675956726,143.207992554,PG,PG-WPD,Daru,AYDU,DAU,"Daru,PG"
3,Girua Airport,medium_airport,-8.80453968048,148.309005737,PG,PG-NPP,Popondetta,AYGR,PNP,"Popondetta,PG"
4,Kerema Airport,medium_airport,-7.96361017227,145.770996094,PG,PG-GPK,Kerema,AYKM,KMA,"Kerema,PG"
5,Kavieng Airport,medium_airport,-2.57940006256,150.807998657,PG,PG-NIK,Kavieng,AYKV,KVG,"Kavieng,PG"
6,Madang Airport,medium_airport,-5.20707988739,145.789001465,PG,PG-MPM,Madang,AYMD,MAG,"Madang,PG"
7,Mount Hagen Kagamuga Airport,medium_airport,-5.826789855957031,144.29600524902344,PG,PG-WHM,Mount Hagen,AYMH,HGU,"Mount Hagen,PG"
8,Mendi Airport,medium_airport,-6.14774,143.656998,PG,PG-SHM,Mendi,AYMN,MDU,"Mendi,PG"
9,Nadzab Airport,medium_airport,-6.569803,146.725977,PG,PG-MPL,Lae,AYNZ,LAE,"Lae,PG"
10,Port Moresby Jacksons International Airport,large_airport,-9.44338035583496,147.22000122070312,PG,PG-NCD,Port Moresby,AYPY,POM,"Port Moresby,PG"
11,Vanimo Airport,medium_airport,-2.6926,141.3028,PG,PG-SAN,Vanimo,AYVN,VAI,"Vanimo,PG"
12,Wewak International Airport,medium_airport,-3.58383011818,143.669006348,PG,PG-ESW,Wewak,AYWK,WWK,"Wewak,PG"
13,Zabrat Airport,medium_airport,40.4955422161,49.9768066406,AZ,AZ-BA,Baku,UBTT,ZXT,"Baku,AZ"
14,Heydar Aliyev International Airport,large_airport,40.46749877929688,50.04669952392578,AZ,AZ-BA,Baku,UBBB,GYD,"Baku,AZ"
15,Bezmer Air Base,medium_airport,42.4548988342,26.3521995544,BG,BG-28,Yambol,LBIA,JAM,"Yambol,BG"
16,Aasiaat Airport,medium_airport,68.7218017578,-52.7846984863,GL,GL-U-A,Aasiaat,BGAA,JEG,"Aasiaat,GL"
17,Godthaab / Nuuk Airport,medium_airport,64.190903,-51.678101,GL,GL-U-A,Nuuk,BGGH,GOH,"Nuuk,GL"
18,Sisimiut Airport,medium_airport,66.951302,-53.729301,GL,GL-U-A,Sisimiut,BGSS,JHS,"Sisimiut,GL"
19,Akureyri Airport,medium_airport,65.66000366210938,-18.07270050048828,IS,IS-6,Akureyri,BIAR,AEY,"Akureyri,IS"
20,Reykjavik Airport,medium_airport,64.1299972534,-21.9405994415,IS,IS-1,Reykjavik,BIRK,RKV,"Reykjavik,IS"
21,John Greif II Airport,medium_airport,17.9139,-87.9711,BZ,BZ-CY,San Pedro,MZSP,SPR,"San Pedro,BZ"
22,Sir Barry Bowen Municipal Airport,medium_airport,17.51639,-88.194443,BZ,BZ-BZ,Belize City,MZBE,TZA,"Belize City,BZ"
23,Philip S. W. Goldson International Airport,large_airport,17.539100646972656,-88.30819702148438,BZ,BZ-BZ,Belize City,MZBZ,BZE,"Belize City,BZ"
24,Zhangjiakou Ningyuan Airport,medium_airport,40.7386016846,114.930000305,CN,CN-13,Zhangjiakou,ZBZJ,ZQZ,"Zhangjiakou,CN"
25,Baoshan Yunrui Airport,medium_airport,25.053301,99.168297,CN,CN-53,Baoshan,ZPBS,BSD,"Baoshan,CN"
26,Lincang Airport,medium_airport,23.7381,100.025002,CN,CN-53,Lincang,ZPLC,LNJ,"Lincang,CN"
27,Xinyang Minggang Airport,medium_airport,32.540819,114.079141,CN,CN-41,Xinyang,ZHXY,XAI,"Xinyang,CN"
28,Jinggangshan Airport,medium_airport,26.856899,114.737,CN,CN-36,Ji'an,ZSJA,JGS,"Ji'an,CN"
29,Altay Airport,medium_airport,47.749886,88.085808,CN,CN-65,Altay,ZWAT,AAT,"Altay,CN"
30,Zhangye Ganzhou Airport,medium_airport,38.8018989563,100.675003052,CN,CN-62,Zhangye,ZLZY,YZY,"Zhangye,CN"
31,Beijing Nanjiao Airport,medium_airport,39.48595,116.37236,CN,CN-11,Beijing,ZBNY,NAY,"Beijing,CN"
32,Beijing Capital International Airport,large_airport,40.0801010131836,116.58499908447266,CN,CN-11,Beijing,ZBAA,PEK,"Beijing,CN"
33,Beijing Daxing International Airport,large_airport,39.509945,116.41092,CN,CN-11,Beijing,ZBAD,PKX,"Beijing,CN"
34,Fort Frances Municipal Airport,medium_airport,48.65420150756836,-93.439697265625,CA,CA-ON,Fort Frances,CYAG,YAG,"Fort Frances,CA"
35,Baie-Comeau Airport,medium_airport,49.1325,-68.204399,CA,CA-QC,Baie-Comeau,CYBC,YBC,"Baie-Comeau,CA"
36,Bonnyville Airport,medium_airport,54.304199,-110.744003,CA,CA-AB,Bonnyville,CYBF,YBY,"Bonnyville,CA"
37,Campbell River Airport,medium_airport,49.950802,-125.271004,CA,CA-BC,Campbell River,CYBL,YBL,"Campbell River,CA"
38,Brandon Municipal Airport,medium_airport,49.91,-99.951897,CA,CA-MB,Brandon,CYBR,YBR,"Brandon,CA"
39,Cornwall Regional Airport,medium_airport,45.09280014038086,-74.56330108642578,CA,CA-ON,Cornwall,CYCC,YCC,"Cornwall,CA"
40,Nanaimo International Air And Space Port / RCAF Nanaimo Base,large_airport,49.05497,-123.869863,CA,CA-BC,Nanaimo,CYCD,YCD,"Nanaimo,CA"
41,Castlegar/West Kootenay Regional Airport,medium_airport,49.2963981628,-117.632003784,CA,CA-BC,Castlegar,CYCG,YCG,"Castlegar,CA"
42,Miramichi Airport,medium_airport,47.007801,-65.449203,CA,CA-NB,Miramichi,CYCH,YCH,"Miramichi,CA"
43,Cochrane Airport,medium_airport,49.10559844970703,-81.01360321044922,CA,CA-ON,Cochrane,CYCN,YCN,"Cochrane,CA"
44,Deer Lake Airport,medium_airport,49.21080017089844,-57.39139938354492,CA,CA-NL,Deer Lake,CYDF,YDF,"Deer Lake,CA"
45,Deer Lake Airport,medium_airport,52.655799865722656,-94.0614013671875,CA,CA-ON,Deer Lake,CYVZ,YVZ,"Deer Lake,CA"
46,Dauphin Barker Airport,medium_airport,51.10079956054688,-100.052001953125,CA,CA-MB,Dauphin,CYDN,YDN,"Dauphin,CA"
47,Dawson Creek Airport,medium_airport,55.7422981262207,-120.18299865722656,CA,CA-BC,Dawson Creek,CYDQ,YDQ,"Dawson Creek,CA"
48,Edmonton International Airport,large_airport,53.3097000122,-113.580001831,CA,CA-AB,Edmonton,CYEG,YEG,"Edmonton,CA"
49,Elliot Lake Municipal Airport,medium_airport,46.351398468,-82.5614013672,CA,CA-ON,Elliot Lake,CYEL,YEL,"Elliot Lake,CA"
50,Estevan Airport,medium_airport,49.2103004456,-102.966003418,CA,CA-SK,Estevan,CYEN,YEN,"Estevan,CA"
51,Edson Airport,medium_airport,53.5788993835,-116.464996338,CA,CA-AB,Edson,CYET,YET,"Edson,CA"
52,Amos/Magny Airport,medium_airport,48.563903,-78.249702,CA,CA-QC,Amos,CYEY,YEY,"Amos,CA"
53,Iqaluit Airport,medium_airport,63.756402,-68.555801,CA,CA-NU,Iqaluit,CYFB,YFB,"Iqaluit,CA"
54,Fredericton Airport,medium_airport,45.868900299072266,-66.53720092773438,CA,CA-NB,Fredericton,CYFC,YFC,"Fredericton,CA"
55,Flin Flon Airport,medium_airport,54.6781005859375,-101.68199920654295,CA,CA-MB,Flin Flon,CYFO,YFO,"Flin Flon,CA"
56,Gimli Industrial Park Airport,medium_airport,50.62810134887695,-97.04329681396484,CA,CA-MB,Gimli,CYGM,YGM,"Gimli,CA"
57,Dryden Regional Airport,medium_airport,49.831699,-92.744202,CA,CA-ON,Dryden,CYHD,YHD,"Dryden,CA"
58,Hope Airport,medium_airport,49.3683013916,-121.498001099,CA,CA-BC,Hope,CYHE,YHE,"Hope,CA"
59,Hearst René Fontaine Municipal Airport,medium_airport,49.71419906616211,-83.68609619140625,CA,CA-ON,Hearst,CYHF,YHF,"Hearst,CA"
60,John C. Munro Hamilton International Airport,medium_airport,43.1735992432,-79.93499755859999,CA,CA-ON,Hamilton,CYHM,YHM,"Hamilton,CA"
61,Halifax / Stanfield International Airport,large_airport,44.8807983398,-63.5085983276,CA,CA-NS,Halifax,CYHZ,YHZ,"Halifax,CA"
62,Stephenville Airport,medium_airport,48.5442008972168,-58.54999923706055,CA,CA-NL,Stephenville,CYJT,YJT,"Stephenville,CA"
63,Kamloops Airport,medium_airport,50.7022018433,-120.444000244,CA,CA-BC,Kamloops,CYKA,YKA,"Kamloops,CA"
64,Waterloo Airport,medium_airport,43.4608001709,-80.3786010742,CA,CA-ON,Kitchener,CYKF,YKF,"Kitchener,CA"
65,Kirkland Lake Airport,medium_airport,48.21030044555664,-79.98139953613281,CA,CA-ON,Kirkland Lake,CYKX,YKX,"Kirkland Lake,CA"
66,Buttonville Municipal Airport,medium_airport,43.86220169067383,-79.37000274658203,CA,CA-ON,Toronto,CYKZ,YKZ,"Toronto,CA"
67,Billy Bishop Toronto City Centre Airport,medium_airport,43.627499,-79.396202,CA,CA-ON,Toronto,CYTZ,YTZ,"Toronto,CA"
68,Lester B. Pearson International Airport,large_airport,43.6772003174,-79.63059997559999,CA,CA-ON,Toronto,CYYZ,YYZ,"Toronto,CA"
69,Meadow Lake Airport,medium_airport,54.125301361083984,-108.52300262451172,CA,CA-SK,Meadow Lake,CYLJ,YLJ,"Meadow Lake,CA"
70,Lloydminster Airport,medium_airport,53.309200286865234,-110.072998046875,CA,CA-AB,Lloydminster,CYLL,YLL,"Lloydminster,CA"
71,Kelowna International Airport,large_airport,49.9561,-119.377998,CA,CA-BC,Kelowna,CYLW,YLW,"Kelowna,CA"
72,Matane Airport,medium_airport,48.85689926147461,-67.45330047607422,CA,CA-QC,Matane,CYME,YME,"Matane,CA"
73,Moose Jaw Air Vice Marshal C. M. McEwen Airport,medium_airport,50.330299377441406,-105.55899810791016,CA,CA-SK,Moose Jaw,CYMJ,YMJ,"Moose Jaw,CA"
74,Chapais Airport,medium_airport,49.77190017700195,-74.5280990600586,CA,CA-QC,Chibougamau,CYMT,YMT,"Chibougamau,CA"
75,Ottawa / Gatineau Airport,medium_airport,45.521702,-75.563599,CA,CA-QC,Gatineau,CYND,YND,"Gatineau,CA"
76,CFB Cold Lake,medium_airport,54.40499877929688,-110.27899932861328,CA,CA-AB,Cold Lake,CYOD,YOD,"Cold Lake,CA"
77,Toronto/Oshawa Executive Airport,medium_airport,43.922798,-78.894997,CA,CA-ON,Oshawa,CYOO,YOO,"Oshawa,CA"
78,Owen Sound / Billy Bishop Regional Airport,medium_airport,44.5903015137,-80.8375015259,CA,CA-ON,Owen Sound,CYOS,YOS,"Owen Sound,CA"
79,Ottawa Macdonald-Cartier International Airport,large_airport,45.3224983215332,-75.66919708251953,CA,CA-ON,Ottawa,CYOW,YOW,"Ottawa,CA"
80,Ottawa / Rockcliffe Airport,medium_airport,45.4603004456,-75.64610290530001,CA,CA-ON,Ottawa,CYRO,YRO,"Ottawa,CA"
81,Prince Albert Glass Field,medium_airport,53.2141990662,-105.672996521,CA,CA-SK,Prince Albert,CYPA,YPA,"Prince Albert,CA"
82,Peace River Airport,medium_airport,56.226898,-117.446999,CA,CA-AB,Peace River,CYPE,YPE,"Peace River,CA"
83,Peterborough Airport,medium_airport,44.22999954223633,-78.36329650878906,CA,CA-ON,Peterborough,CYPQ,YPQ,"Peterborough,CA"
84,Prince Rupert Airport,medium_airport,54.2860984802,-130.445007324,CA,CA-BC,Prince Rupert,CYPR,YPR,"Prince Rupert,CA"
85,Powell River Airport,medium_airport,49.83420181274414,-124.5,CA,CA-BC,Powell River,CYPW,YPW,"Powell River,CA"
86,The Pas Airport,medium_airport,53.97140121459961,-101.09100341796876,CA,CA-MB,The Pas,CYQD,YQD,"The Pas,CA"
87,Red Deer Regional Airport,medium_airport,52.18220138549805,-113.8939971923828,CA,CA-AB,Red Deer,CYQF,YQF,"Red Deer,CA"
88,Windsor Airport,medium_airport,42.27560043334961,-82.95559692382812,CA,CA-ON,Windsor,CYQG,YQG,"Windsor,CA"
89,Yarmouth Airport,medium_airport,43.82690048217773,-66.08809661865234,CA,CA-NS,Yarmouth,CYQI,YQI,"Yarmouth,CA"
90,Kenora Airport,medium_airport,49.78829956054688,-94.36309814453124,CA,CA-ON,Kenora,CYQK,YQK,"Kenora,CA"
91,Lethbridge County Airport,medium_airport,49.6302986145,-112.800003052,CA,CA-AB,Lethbridge,CYQL,YQL,"Lethbridge,CA"
92,Greater Moncton Roméo LeBlanc International Airport,medium_airport,46.112202,-64.678596,CA,CA-NB,Moncton,CYQM,YQM,"Moncton,CA"
93,Comox Valley Airport / CFB Comox,medium_airport,49.7108,-124.887001,CA,CA-BC,Comox,CYQQ,YQQ,"Comox,CA"
94,Regina International Airport,medium_airport,50.43190002441406,-104.66600036621094,CA,CA-SK,Regina,CYQR,YQR,"Regina,CA"
95,Thunder Bay Airport,medium_airport,48.37189865112305,-89.32389831542969,CA,CA-ON,Thunder Bay,CYQT,YQT,"Thunder Bay,CA"
96,Grande Prairie Airport,medium_airport,55.1796989441,-118.885002136,CA,CA-AB,Grande Prairie,CYQU,YQU,"Grande Prairie,CA"
97,Yorkton Municipal Airport,medium_airport,51.26470184326172,-102.46199798583984,CA,CA-SK,Yorkton,CYQV,YQV,"Yorkton,CA"
98,North Battleford Airport,medium_airport,52.769409,-108.243742,CA,CA-SK,North Battleford,CYQW,YQW,"North Battleford,CA"
99,Gander International Airport,medium_airport,48.9369010925293,-54.56809997558594,CA,CA-NL,Gander,CYQX,YQX,"Gander,CA"
100,Quesnel Airport,medium_airport,53.026100158691406,-122.51000213623048,CA,CA-BC,Quesnel,CYQZ,YQZ,"Quesnel,CA"
101,Roberval Airport,medium_airport,48.52000045776367,-72.2656021118164,CA,CA-QC,Roberval,CYRJ,YRJ,"Roberval,CA"
102,Sudbury Airport,medium_airport,46.625,-80.79889678955078,CA,CA-ON,Sudbury,CYSB,YSB,"Sudbury,CA"
103,Sherbrooke Airport,medium_airport,45.4385986328125,-71.69139862060547,CA,CA-QC,Sherbrooke,CYSC,YSC,"Sherbrooke,CA"
104,Smiths Falls-Montague (Russ Beach) Airport,medium_airport,44.94580078125,-75.94059753417969,CA,CA-ON,Smiths Falls,CYSH,YSH,"Smiths Falls,CA"
105,Saint John Airport,medium_airport,45.31610107421875,-65.89029693603516,CA,CA-NB,Saint John,CYSJ,YSJ,"Saint John,CA"
106,Pembroke Airport,medium_airport,45.86439895629883,-77.25170135498047,CA,CA-ON,Pembroke,CYTA,YTA,"Pembroke,CA"
107,Alma Airport,medium_airport,48.50889968869999,-71.64189910889999,CA,CA-QC,Alma,CYTF,YTF,"Alma,CA"
108,Thompson Airport,medium_airport,55.80110168457031,-97.86419677734376,CA,CA-MB,Thompson,CYTH,YTH,"Thompson,CA"
109,Timmins/Victor M. Power,medium_airport,48.5696983337,-81.376701355,CA,CA-ON,Timmins,CYTS,YTS,"Timmins,CA"
110,Rouyn Noranda Airport,medium_airport,48.20610046386719,-78.83560180664062,CA,CA-QC,Rouyn-Noranda,CYUY,YUY,"Rouyn-Noranda,CA"
111,La Ronge Airport,medium_airport,55.1514015198,-105.262001038,CA,CA-SK,La Ronge,CYVC,YVC,"La Ronge,CA"
112,Vernon Airport,medium_airport,50.24810028076172,-119.33100128173828,CA,CA-BC,Vernon,CYVK,YVE,"Vernon,CA"
113,Val-d'Or Airport,medium_airport,48.0532989502,-77.7827987671,CA,CA-QC,Val-d'Or,CYVO,YVO,"Val-d'Or,CA"
114,Vancouver International Airport,large_airport,49.193901062,-123.183998108,CA,CA-BC,Vancouver,CYVR,YVR,"Vancouver,CA"
115,Boundary Bay Airport,medium_airport,49.0742,-123.012001,CA,CA-BC,Vancouver,CZBB,YDT,"Vancouver,CA"
116,Petawawa Airport,medium_airport,45.95220184326172,-77.31919860839844,CA,CA-ON,Petawawa,CYWA,YWA,"Petawawa,CA"
117,Winnipeg / James Armstrong Richardson International Airport,large_airport,49.9099998474,-97.2398986816,CA,CA-MB,Winnipeg,CYWG,YWG,"Winnipeg,CA"
118,Williams Lake Airport,medium_airport,52.1831016541,-122.054000854,CA,CA-BC,Williams Lake,CYWL,YWL,"Williams Lake,CA"
119,Cranbrook/Canadian Rockies International Airport,medium_airport,49.610801696777,-115.78199768066,CA,CA-BC,Cranbrook,CYXC,YXC,"Cranbrook,CA"
120,Saskatoon John G. Diefenbaker International Airport,medium_airport,52.17079925537109,-106.6999969482422,CA,CA-SK,Saskatoon,CYXE,YXE,"Saskatoon,CA"
121,Medicine Hat Airport,medium_airport,50.01890182495117,-110.72100067138672,CA,CA-AB,Medicine Hat,CYXH,YXH,"Medicine Hat,CA"
122,Rimouski Airport,medium_airport,48.47809982299805,-68.49690246582031,CA,CA-QC,Rimouski,CYXK,YXK,"Rimouski,CA"
123,Sioux Lookout Airport,medium_airport,50.11389923095703,-91.9052963256836,CA,CA-ON,Sioux Lookout,CYXL,YXL,"Sioux Lookout,CA"
124,Prince George Airport,medium_airport,53.8894004822,-122.679000854,CA,CA-BC,Prince George,CYXS,YXS,"Prince George,CA"
125,Northwest Regional Airport Terrace-Kitimat,medium_airport,54.468498,-128.576009,CA,CA-BC,Terrace,CYXT,YXT,"Terrace,CA"
126,London Airport,medium_airport,43.035599,-81.1539,CA,CA-ON,London,CYXU,YXU,"London,CA"
127,Abbotsford International Airport,large_airport,49.025299,-122.361,CA,CA-BC,Abbotsford,CYXX,YXX,"Abbotsford,CA"
128,Whitehorse / Erik Nielsen International Airport,large_airport,60.709599,-135.067001,CA,CA-YT,Whitehorse,CYXY,YXY,"Whitehorse,CA"
129,North Bay Jack Garland Airport,medium_airport,46.363602,-79.422798,CA,CA-ON,North Bay,CYYB,YYB,"North Bay,CA"
130,Calgary International Airport,large_airport,51.113899231,-114.019996643,CA,CA-AB,Calgary,CYYC,YYC,"Calgary,CA"
131,Smithers Airport,medium_airport,54.82469940185547,-127.18299865722656,CA,CA-BC,Smithers,CYYD,YYD,"Smithers,CA"
132,Penticton Airport,medium_airport,49.46310043334961,-119.60199737548828,CA,CA-BC,Penticton,CYYF,YYF,"Penticton,CA"
133,Charlottetown Airport,medium_airport,46.290000915527344,-63.12110137939453,CA,CA-PE,Charlottetown,CYYG,YYG,"Charlottetown,CA"
134,Victoria International Airport,large_airport,48.646900177,-123.426002502,CA,CA-BC,Victoria,CYYJ,YYJ,"Victoria,CA"
135,Swift Current Airport,medium_airport,50.2919006348,-107.691001892,CA,CA-SK,Swift Current,CYYN,YYN,"Swift Current,CA"
136,St. John's International Airport,large_airport,47.618598938,-52.7518997192,CA,CA-NL,St. John's,CYYT,YYT,"St. John's,CA"
137,Kapuskasing Airport,medium_airport,49.41389846801758,-82.46749877929688,CA,CA-ON,Kapuskasing,CYYU,YYU,"Kapuskasing,CA"
138,Mont Joli Airport,medium_airport,48.60860061645508,-68.20809936523438,CA,CA-QC,Mont-Joli,CYYY,YYY,"Mont-Joli,CA"
139,Yellowknife International Airport,large_airport,62.462799,-114.440002,CA,CA-NT,Yellowknife,CYZF,YZF,"Yellowknife,CA"
140,Slave Lake Airport,medium_airport,55.2930984497,-114.777000427,CA,CA-AB,Slave Lake,CYZH,YZH,"Slave Lake,CA"
141,Chris Hadfield Airport,medium_airport,42.9994010925293,-82.30889892578125,CA,CA-ON,Sarnia,CYZR,YZR,"Sarnia,CA"
142,Shuswap Regional Airport,medium_airport,50.682802,-119.228996,CA,CA-BC,Salmon Arm,CZAM,YSN,"Salmon Arm,CA"
143,Bathurst Airport,medium_airport,47.629699707,-65.738899231,CA,CA-NB,Bathurst,CZBF,ZBF,"Bathurst,CA"
144,Bromont (Roland Desourdy) Airport,medium_airport,45.2907981873,-72.74140167239999,CA,CA-QC,Bromont,CZBM,ZBM,"Bromont,CA"
145,Blida Airport,medium_airport,36.503601,2.81417,DZ,DZ-09,Blida,DAAB,QLD,"Blida,DZ"
146,Houari Boumediene Airport,large_airport,36.691002,3.21541,DZ,DZ-16,Algiers,DAAG,ALG,"Algiers,DZ"
147,Djanet Inedbirene Airport,medium_airport,24.292801,9.45244,DZ,DZ-33,Djanet,DAAJ,DJG,"Djanet,DZ"
148,Illizi Takhamalt Airport,medium_airport,26.7234992981,8.62265014648,DZ,DZ-33,Illizi,DAAP,VVZ,"Illizi,DZ"
149,Aguenar – Hadj Bey Akhamok Airport,medium_airport,22.8115005493,5.45107984543,DZ,DZ-11,Tamanrasset,DAAT,TMR,"Tamanrasset,DZ"
150,Jijel Ferhat Abbas Airport,medium_airport,36.7951011658,5.87361001968,DZ,DZ-18,Jijel,DAAV,GJL,"Jijel,DZ"
151,Mecheria Airport,medium_airport,33.535900116,-0.242353007197,DZ,DZ-45,Mecheria,DAAY,MZW,"Mecheria,DZ"
152,Rabah Bitat Airport,medium_airport,36.826781,7.81334,DZ,DZ-23,Annaba,DABB,AAE,"Annaba,DZ"
153,Mohamed Boudiaf International Airport,medium_airport,36.2760009765625,6.620389938354492,DZ,DZ-25,Constantine,DABC,CZL,"Constantine,DZ"
154,Batna Mostefa Ben Boulaid Airport,medium_airport,35.752102,6.30859,DZ,DZ-05,Batna,DABT,BLJ,"Batna,DZ"
155,Abdelhafid Boussouf Bou Chekif Airport,medium_airport,35.341099,1.46315,DZ,DZ-14,Tiaret,DAOB,TID,"Tiaret,DZ"
156,Tindouf Airport,medium_airport,27.7003993988,-8.167099952700001,DZ,DZ-37,Tindouf,DAOF,TIN,"Tindouf,DZ"
157,Chlef Aboubakr Belkaid International Airport,medium_airport,36.217166,1.342237,DZ,DZ-02,Chlef,DAOI,CFK,"Chlef,DZ"
158,Zenata – Messali El Hadj Airport,medium_airport,35.0167007446,-1.45000004768,DZ,DZ-13,Tlemcen,DAON,TLM,"Tlemcen,DZ"
159,Oran International Airport Ahmed Ben Bella,medium_airport,35.623901,-0.621183,DZ,DZ-31,Oran,DAOO,ORN,"Oran,DZ"
160,Touat Cheikh Sidi Mohamed Belkebir Airport,medium_airport,27.837601,-0.186414,DZ,DZ-01,Adrar,DAUA,AZR,"Adrar,DZ"
161,Biskra - Mohamed Khider Airport,medium_airport,34.793301,5.73823,DZ,DZ-07,Biskra,DAUB,BSK,"Biskra,DZ"
162,Hassi Messaoud-Oued Irara Krim Belkacem Airport,medium_airport,31.673,6.14044,DZ,DZ-30,Hassi Messaoud,DAUH,HME,"Hassi Messaoud,DZ"
163,Touggourt Sidi Madhi Airport,medium_airport,33.06779861450195,6.088669776916504,DZ,DZ-30,Touggourt,DAUK,TGR,"Touggourt,DZ"
164,Laghouat - Molay Ahmed Medeghri Airport,medium_airport,33.7644,2.92834,DZ,DZ-03,Laghouat,DAUL,LOO,"Laghouat,DZ"
165,Timimoun Airport,medium_airport,29.2371006012,0.276033014059,DZ,DZ-01,Timimoun,DAUT,TMX,"Timimoun,DZ"
166,Ain Beida Airport,medium_airport,31.9172,5.41278,DZ,DZ-30,Ouargla,DAUU,OGX,"Ouargla,DZ"
167,Cadjehoun Airport,medium_airport,6.357230186462402,2.384350061416626,BJ,BJ-AQ,Cotonou,DBBB,COO,"Cotonou,BJ"
168,Baicheng Chang'an Airport,medium_airport,45.505278,123.019722,CN,CN-22,Baicheng,ZYBA,DBC,"Baicheng,CN"
169,Ouagadougou Airport,large_airport,12.3532,-1.51242,BF,BF-KAD,Ouagadougou,DFFD,OUA,"Ouagadougou,BF"
170,Kotoka International Airport,large_airport,5.605189800262451,-0.1667860001325607,GH,GH-AA,Accra,DGAA,ACC,"Accra,GH"
171,Tamale Airport,medium_airport,9.55718994140625,-0.8632140159606934,GH,GH-NP,Tamale,DGLE,TML,"Tamale,GH"
172,Kumasi Airport,medium_airport,6.714560031890869,-1.5908199548721311,GH,GH-AH,Kumasi,DGSI,KMS,"Kumasi,GH"
173,Sunyani Airport,medium_airport,7.361830234527588,-2.3287599086761475,GH,GH-BA,Sunyani,DGSN,NYI,"Sunyani,GH"
174,Félix-Houphouët-Boigny International Airport,medium_airport,5.26139,-3.92629,CI,CI-01,Abidjan,DIAP,ABJ,"Abidjan,CI"
175,Korhogo Airport,medium_airport,9.38718032837,-5.55666017532,CI,CI-03,Korhogo,DIKO,HGO,"Korhogo,CI"
176,Yamoussoukro Airport,medium_airport,6.9031701088,-5.36558008194,CI,CI-07,Yamoussoukro,DIYO,ASK,"Yamoussoukro,CI"
177,Nnamdi Azikiwe International Airport,large_airport,9.006790161132812,7.263169765472412,NG,NG-FC,Abuja,DNAA,ABV,"Abuja,NG"
178,Akwa Ibom International Airport,large_airport,4.8725,8.093,NG,NG-AK,Uyo,DNAI,QUO,"Uyo,NG"
179,Akure Airport,medium_airport,7.246739864349365,5.3010101318359375,NG,NG-ON,Akure,DNAK,AKR,"Akure,NG"
180,Sir Abubakar Tafawa Balewa International Airport,medium_airport,10.482833,9.744,NG,NG-BA,Bauchi,DNBC,BCU,"Bauchi,NG"
181,Margaret Ekpo International Airport,medium_airport,4.976019859313965,8.347200393676758,NG,NG-CR,Calabar,DNCA,CBQ,"Calabar,NG"
182,Ibadan Airport,medium_airport,7.362460136413574,3.97832989692688,NG,NG-OY,Ibadan,DNIB,IBA,"Ibadan,NG"
183,Ilorin International Airport,medium_airport,8.440210342407227,4.493919849395752,NG,NG-KW,Ilorin,DNIL,ILR,"Ilorin,NG"
184,Sam Mbakwe International Airport,medium_airport,5.427060127258301,7.206029891967773,NG,NG-IM,Owerri,DNIM,QOW,"Owerri,NG"
185,Yakubu Gowon Airport,medium_airport,9.639829635620115,8.869050025939941,NG,NG-PL,Jos,DNJO,JOS,"Jos,NG"
186,Kaduna Airport,medium_airport,10.696000099182127,7.320109844207764,NG,NG-KD,Kaduna,DNKA,KAD,"Kaduna,NG"
187,Mallam Aminu International Airport,large_airport,12.0476,8.52462,NG,NG-KN,Kano,DNKN,KAN,"Kano,NG"
188,Maiduguri International Airport,medium_airport,11.855299949645996,13.080900192260742,NG,NG-BO,Maiduguri,DNMA,MIU,"Maiduguri,NG"
189,Makurdi Airport,medium_airport,7.70388,8.61394,NG,NG-BE,Makurdi,DNMK,MDI,"Makurdi,NG"
190,Murtala Muhammed International Airport,large_airport,6.5773701667785645,3.321160078048706,NG,NG-LA,Lagos,DNMM,LOS,"Lagos,NG"
191,Minna Airport,medium_airport,9.652170181274414,6.462259769439697,NG,NG-NI,Minna,DNMN,MXJ,"Minna,NG"
192,Port Harcourt International Airport,medium_airport,5.0154900550842285,6.94959020614624,NG,NG-RI,Port Harcourt,DNPO,PHC,"Port Harcourt,NG"
193,Sadiq Abubakar III International Airport,medium_airport,12.916299819946287,5.207190036773682,NG,NG-SO,Sokoto,DNSO,SKO,"Sokoto,NG"
194,Yola Airport,medium_airport,9.257550239562988,12.430399894714355,NG,NG-AD,Yola,DNYO,YOL,"Yola,NG"
195,Zaria Airport,medium_airport,11.1302,7.68581,NG,NG-KD,Zaria,DNZA,ZAR,"Zaria,NG"
196,Maradi Airport,medium_airport,13.5024995803833,7.1267499923706055,NE,NE-4,Maradi,DRRM,MFQ,"Maradi,NE"
197,Diori Hamani International Airport,large_airport,13.4815,2.18361,NE,NE-8,Niamey,DRRN,NIM,"Niamey,NE"
198,Tahoua Airport,medium_airport,14.875699996948242,5.265359878540039,NE,NE-5,Tahoua,DRRT,THZ,"Tahoua,NE"
199,Mano Dayak International Airport,medium_airport,16.965999603271484,8.000109672546387,NE,NE-1,Agadez,DRZA,AJY,"Agadez,NE"
